IDviis,FKey,VNr,Nr,voti,alter,tugiheli,korgus,tempo,takt,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,markusi,viis
2355,2319,2,,&,#f,g,,,24,g,h[g],2d,h,2c,2c,h,a[g],2c,2c[a],h[2c],a,g,g,g,g,,
2356,2320,1,,&,bh,f,,,2/4,2c,a[h],a,2c,h,g,g,a,h,g,g,h,a,f,f,a,Kindlas 2/4 taktimõõdus,
2357,2321,1,,&,bh,f,,,2/4,2c,a[h],a,2c,h,g,g,a,h,g,g,h,a,f,f,a,Kindlas 2/4 taktimõõdus,
2358,2322,1,,&,#f,g,,,,h,2d,2c,h,h,a,2c,h,h,a,2c,h,a,g,g,1g,,
2359,2323,1,,&,#f,g,,,,h,2d,2c,h,a,g,2c,h,a,g,2c,h,a,g,g,1g,,
2360,2324,1,,&,#f,g,,,24,g,h,2d,2d,2d,2d,2d,2d,2d,h,a,h,a,g,g,g,,
2361,2325,1,,&,#f,g,,,24,2d,2d,h,h,g,g,g,h,2c,2c,a,a,g,g,g,h,,
2362,2326,1,,&,bh,f,,,44,a,2c,a,h,g,g,g,g,g,h,g,a,f,f,f,f,,
2363,2327,1,,&,bh,f,,,44,f[g],a,2c,2c,h,g,f,f[a],2c,2c,h,g,f[g],f,f,f,,
2364,2328,1,,&,bh,f,,,44,f[g],a,2c,2c,h,g,f,f[a],2c,2c,h,g,f[g],f,f,f,,
2365,2329,1,,&,bh,f,,,44,f[g],a,2c,2c,h,g,f,f[a],2c,2c,h,g,f[g],f,f,f,,
2366,2330,1,,&,bh,f,,,44,f[g],a,2c,2c,h,g,f,f[a],2c,2c,h,g,f[g],f,f,f,,
2367,2331,1,,&,#f,g,,,,g,g,2d,2d,h,2c,a,a,2d,2c[2d],a,h,g[a],g,g,g,,
2368,2332,1,,&,#f,g,,,,g,g,2d,2d,h,2c,a,a,2d,2c[2d],a,h,g[a],g,g,g,,
2369,2333,1,,&,#f,g,,,,g,g,2d,2d,h,2c,a,a,2d,2c[2d],a,h,g[a],g,g,g,,
2370,2334,1,,&,#f,g,,,24,h,2d,h,2d,2c,h,h,h,2c,h,h,g,g,g,g,g,,
2785,2728,1,,&,bh;be,bh,,,24,f,d,f,e,d,c,c,d,e,d,e,c,1h,1h,1h,d,,
2786,2729,1,,&,#f,e,,,44,h,h,2c,h,a,h,g,g,a,a,h,a,g,g,e,e,,
2787,2730,1,,&,#f;#c,h,,,24,1h,d,e,d,e,e,d,c,e,e\d,c,c,1h,1h,1h,1h,,
2788,2731,1,,&,#f;#c;#g,#f,,,44,a,2c,2c,h,2c,g,a,f,a,h,h,g,a,f,f,f,,
2789,2732,1,,&,,a,,,24,a,2e,2e,h\2c,2d,h,h,a,h,2e,2e,h\2c,2d,h,h,h,,
2790,2733,1,,&,#f,g,,,48,g,f,g,h,2d,h,2c,a,h,2c,g,f,a,g,g,g,,
2791,2734,1,,&,#f;#c,d,,,,g,f,e,f,g,f,d,d,e,e,c,e,f,e,c,d,,
2792,2734,2,,&,#f;#c,d,,,,e,g,e,f,g,f,d,d,e,e,d,e,f,e,c,d,,
2793,2735,1,,&,#f,g,,,,g,h,h\a,h\2c,2d,h,a,g,h,h\2c,h,a,a,g,g,g,,
2794,2736,1,,&,bh;be;ba,be,,M,44,g,g,e,e,d,d,c,c,f,f,f,e,g,g,e,e,,2794
2795,2737,1,,&,,a,,,,a,2c,h,2c,2d,h,a,g,a,2c,h,2c,a,a,a,a,,
2796,2738,1,,&,#f,g,,,24,h,h,a,g,g,f,f,a,2c,2c,h,a,a,g,g,a,,
2797,2739,1,,&,,c,,,44,e,c,e,g,g,e,g,f,e,c,d,f,d,c,c,c,,
2798,2740,1,,&,,a,,,24,2d[g],2d,a,a,a,h,2d,2d,2c[2d],h[2c\h],a,h,h[2c],g[h],g,g,,
2799,2741,1,,&,bh,f,,,24,2c,2c,2d,h,h,g,g,a,h,h,2c,a,a,f,f,f,,
2800,2742,1,,&,bh,f,,,,2d,2d,2d,2d,2c,2c,2c,2c,h,a,g,2c,a,g,f,f,,
2801,2743,1,,&,#f,g,,,44,h,g,g,d,g,h,h,2c,a,f,f,d,f,a,a,2d,,
2802,2744,1,,&,#f,g,,,44,h,g,g,d,g,h,h,2c,a,f,f,d,f,a,a,2d,,
2803,2745,1,,&,#f,g,,,34,g,g,h,2d,2d,2c,2c,h,2d,h,a,h,g,g,g,g,,
2804,2746,1,,&,#f,g,,,44,a,a,2d,2c,2e,2e,2c,a,a,g,h,a,a,a,g,g,,
2805,2747,1,,&,#f;#c,d,,M,24,a,f,a,h,g,e,c,e,g,e,g,a,f,e,d,d,,
2806,2748,1,,&,#f,g,,,38,h,a,g,g,a,a,h,a,h,a,g,g,g,g,g,g,,
2807,2749,1,,&,,a,,,24,a,a,a,a,a,2d,2c,h,a,a[2c],a,a,a[h],2c,a,a,,
2808,2750,1,,&,,a,,,34,a,2c\h,a,2d\2c,h\a,a,a,a,a,2c\h,2d,2c\h,h\a,a,a,a,,
2809,2751,1,,&,#f;#c;#g,a,,,24,2c,2e,2e,2c,2e,2d,2c,a,h,2d,h,a,2c,a,a,a,,
2810,2752,1,,&,#f,e,,,,h,h,h,a,g,g,g,f,e,e,g,f,e,e,e,e,,
2811,2753,1,,&,bh;be,bh,,,24,g,f,f,e,d,c,c,d,f,e,e,c,d,1h[c],1h,1h,,
2812,2754,1,,&,#f,g,,,44,h,2d,h,g,2d,2c,a,f,a,2c,a,a[f],h[2c],g[h],g,g,,
2813,2755,1,,&,#f,g,,,44,h,2d,h,g,2d,2c,a,f,a,2c,a,a[f],h[2c],g[h],g,g,,
2814,2756,1,,&,#f,g,,,44,h,2d,h,g,2d,2c,a,f,a,2c,a,a[f],h[2c],g[h],g,g,,
2815,2757,1,,&,bh,f,,,34,a,a,2c,a,a,g,g,c,g,g,h,g,g,f,f,f,,
2816,2758,1,,&,,c,,,24,a,a,2c,h,a,g,g,e,f,f,a,f,e,e,e,c,,
2817,2759,1,,&,bh;ba,g,,,34,f,f,2d,2c,h,a,2c,h,g,g,2c,h,h,a,g,g,,
2818,2759,2,,&,bh;ba,g,,,34,g,g,2e,2d,2c,h,2d,2c,g,g,2c,h,h,a,g,g,,
2819,2760,1,,&,,a,,,34,2e,2e,2d,2c\h,2e,2c,h,a,a,2c,2d,2d\h,2e,2c,h,h,,
2820,2761,1,,&,bh,f,,,24,a[f],2c,a,f,f,d,d,c,g[c],h,g,e,g,f,f,f[a],,
2821,2762,1,,&,bh,f,,,24,a[f],2c,a,f,f,d,d,c,g[c],h,g,e,g,f,f,f[a],,
3070,3003,1,,&,#f,g,,,44,2d,2d,h,2e,2d,2d,h,h,2c,2c,a,a,2d,2d,h,h,,
3071,3004,1,,&,#f,g,,,24,2d,h,2d,2d,2d,2d,2c,a,2c,2c,2e,2d,h,h,h,h,,
3072,3005,1,,&,,c,,,24,2d,2e[h],2d,h,2d,2c,a,2c,2e,2c,2e,2c,2e,2d,h,2c,,
3073,3006,1,,&,#f,g,,M,24,a,h,a,f,a,g,e,g,h,g,h,g,h,a,f,g,,
3074,3007,1,,&,#f,g,,,24,h,2c,h,a,2e,2d,2d,2e,2c,h,h,a,2d,h,h,h,,
3075,3008,1,,&,#f,g,,,24,2d,2d,h,h,2e,2d,2d,2d,2c,a,a,a,2c,h,h,h,,
3076,3009,1,,&,#f,g,,,24,2d,2d,h,h,2e,2d,2d,2d,2c,a,a,a,2c,h,h,h,,
3077,3010,1,,&,#f,g,,,24,2d,2d,h,h,2e,2d,2d,2d,2c,a,a,a,2c,h,h,h,,
3078,3011,1,,&,#f,g,,,24,2e,2d,2d,h,2d,h,h,a,2d,h,h,a,2d,h,h,h,,
3079,3012,1,,&,,a,,,24,2d,h,2e,2d,2c,a,a,a[g],2c[h],a,2d,2c,h,h,h,h,,
3080,3013,1,,&,bh,f,,,24,2d,2d,2f,2d,2c,a,a,a,2c,2c,2d,h,g,f,f,f,,
3081,3014,1,,&,,c,,,24,2c,2c,g,h,a,g,e,e,a,g,g,f,f,1h,c,c,,
3082,3015,1,,&,bh;be,g,,,24,h,g,h,2d\h,a,#f,g,g,#f,d,g,h\a,g,#f,g,g,,
3083,3016,1,,&,,a,,,24,a,a,2e,2d,2e,2c,h,2c,2e,2d,h,h,2c,a,a,a,,
3084,3017,1,,&,,a,,,24,2e,2e,2e,2d,2c,h,h,h,2d,2d,2d,2c,h,a,a,a,,
3085,3018,1,,&,,a,,,,2e,2d,2c,2d\2e,2d,2c,h,h,2c,h,a,a,a,a,a,a,,
3086,3019,1,,&,,a,,,24,2e,2c,2c,2c,h,2c,2d,2d,2e,2d,h,h,a,a,a,a[a\2c],,
3087,3020,1,,&,#f,e,,,,h,h,g,f,g[e],e,e[h],g[h],h,a,a[h],a,h,h,h,h,,
3088,3021,1,,&,,a,,,,2e,2d,2e,h,2c,h,h,h,2d,2c,2d,h,a,a,a,a,,
3089,3022,1,,&,,c,,,,f,a,f,a,a,g,e,e,e,g,g,g,f,d,d,d,,
3090,3023,1,,&,,a,,,24,2c,2e,2d,h,2e,2c,h,h,h,2d,2c,h,2c,a,a,a,,
3091,3024,1,,&,bh,d,,,44,f,a,a,f,a,f,f,e,e,g,g,e,f,d,d,d,,
3092,3025,1,,&,,c,,,24,2e,2e,2c,2c,h,2c,2e,2e,2d,2d,h,h,a,h,2c,2c,,
3093,3026,1,,&,,a,,,24,2d,2c,2e,2e,2c,a,a,h,2d,2d,a,h,2c,a,a,a,,
3094,3027,1,,&,bh;be,g,,,24,g,h,h,g,a,2c,2c,a,h,2d,2d,h,a,g,g,g,,
3095,3028,1,,&,,a,,,24,2d,2c,2e,2d,2d,a,a,h,2c,h,2d,2c,h,a,a,a,,
3096,3029,1,,&,,a,,,24,2d,2c,2e,2d,2d,a,a,h,2c,h,2d,2c,h,a,a,a,,
3097,3030,1,,&,,a,,,,2c,2e,2e,2c,a[a\h],2c,2c,a,g,h,h,a,a,a,a,a,,
3098,3031,1,,&,,a,,,,2c,2e,2e,2c,a[a\h],2c,2c,a,g,h,h,a,a,a,a,a,,
3099,3032,1,,&,bh,f;d,,,24,a,f,a,a,g,c,c,e,g,e,g,g,f,d,d,f[d],,
3100,3033,1,,&,#f,e,,,24,g,h,h,a,h,a,f,d,f,a,a,f,a,g,e,e,,
2822,2763,1,,&,#f,e,,,24,h,h,2c,h,h,g,a,g,h,g,g,f,f,e,e,e,,
2823,2764,1,,&,,c,,,44,g,e,g,a,g,f,d,f,a,f,f,e,e,f,g,g,,
2824,2765,1,,&,bh,f,,,44,2c,a,2c,2d,2c,h,g,h,2d,h,h,a,a,h,2c,2c[2d],,
2825,2766,1,,&,bh;be,g,,,44,a,2d,2d,2c,2d,a,h\a,g,a,2d,2d,2d\2c,2d,a,a,a,,
2826,2767,1,,&,#f;#c;#g;#d;#a,h,,,,f,d,f,d,c,c,c,d,e,c,e,d,1h,1h,1h,d,,
2827,2768,1,,&,#f,g,,,24,2d,h,h,h,2c,a,a,a,2c,a,a,a,2d,h,h,h,,
2828,2769,1,,&,bh,f,,,24,a,a,2c,a,2c,a,a,a,h,g,g,f,a,f,f,f,,
2829,2770,1,,&,bh,f,,,24,a,a,2c,a,2c,a,a,a,h,g,g,f,a,f,f,f,,
2830,2771,1,,&,bh,d,,,24,f,a,a,g,a,f,e,d,f,g,f,e,f,e,d,d,,
2831,2772,1,,&,bh,d,,,24,a,a,2d,2c,a,2d,2c,a,a,a,2d,2c,h,a,a,a,,
2832,2772,2,,&,#f;#c,d,,,24,a,2c,2d,2d,2c,h,a,2d,h,2c,2d,2d,2c,h,a,a,,
2833,2773,1,,&,bh,d,,,24,a,a,2d,2c,a,2d,2c,a,a,a,2d,2c,h,a,a,a,,
2834,2773,2,,&,#f;#c,d,,,24,a,2c,2d,2d,2c,h,a,2d,h,2c,2d,2d,2c,h,a,a,,
2835,2774,1,,&,#f,g,,,,g,a,(a)2c,2c,2c,h,h,a,2c,h,h,a,a,g,g,g,,
2836,2775,1,,&,,c,,,24,2c,2c,2c,2c,h,2d,g,g,2f,2f,2f,2f,2e,2c,2c,2c,,
2837,2776,1,,&,bh;be,bh,,,44,f,f,a,a,g,e,f,f,a,a,g,e,e[f],d,d,d,,
2838,2777,1,,&,bh;be,bh,,,44,f,f,a,a,g,e,f,f,a,a,g,e,e[f],d,d,d,,
2839,2778,1,,&,bh;be,bh,,,44,f,f,a,a,g,e,f,f,a,a,g,e,e[f],d,d,d,,
2840,2779,1,,&,bh,f,,,,f,f,a,2c,2c,h,h,a,a,g,2c,e,g,f,f,f,,
2841,2780,1,,&,,c,,,44,2d,h,2d,h,2c,2c,a,f,2c,a,g,g,e,g,e,e,,
2842,2781,1,,&,,a,,,44,a,h,2c,2c,2d,a,2c,2d,2d,2d,2c,h,2d,a,a,a,,
2843,2782,1,,&,,a,,,44,a,a,2c,2e,2e,h\2c,h,h,2c,2e,2d,h,2c,a,#g\a,a,,
2844,2783,1,,&,,a,,,24,a,h,2c,2c,2d,a,h,2d,2d,2d,2c,h,2d,a,a,a,,
2845,2784,1,,&,bh,f,,,,f,f,a,f,f,a,g,e,e,e,g,e,e,g,f,f,,
2846,2785,1,,&,,a,,,24,a,a,2c,h,2c,h,a,a,a,a,2c,h,a,a,a,a,,
2847,2786,1,,&,#f,g,,,24,2d,2d,2c,a,2c,2c,h,g,h,2d,2c,a,a,g,g,g,,
2910,2847,1,,&,#f,g,,,24,g,g,a,h,2c,h,a,h,2c,h,a,h,g,g,g,d,,
2911,2847,2,,&,#f,g,,,24,g,g,a,h,2c,h[a],h,a[h],2c,h[a],h,a,g,a,g,d,,
2912,2848,1,,&,#f,g,,,24,2c,h,a,g,a,g,g,g,2c,h,a,a,a,g,g,g,,
2913,2849,1,,&,#f,g,,,44,g,g,2c,g,a,g,g,g,2c[h],g,a[h],g,g[a],g,g,g,,
2914,2850,1,,&,#f,g,,,24,g,g,g,a,h,a,h,g,g,h[a],a[g],h[a],g,g,g,g,,
2915,2851,1,,&,#f,g,,,24,g,g,h[bh],h[bh],a,a,g,a,h[bh],h[bh],a,a,g,g,g,g,,
2916,2852,1,,&,#f,g,,,24,g,h\g,a,a,g,g,g,g,g,h,a,a,g,g,g,d,,
2917,2853,1,,&,#f,g,,,44,g,g,h,h,a,a,g,g,h,h,a,a,g,g,g,g,,
2918,2854,1,,&,,c,,,24,c,e,d,c,e,f,d,e,c,e,d,c,e,d,c,c,,
2919,2855,1,,&,bh;be,bh,,,24,2d,2d\2c,h,2c,2d,2d,2e,2e,2d,2d\2c[2d],h,2c,h,h,h,h,,
2920,2856,1,,&,,c,,,,g,g,a,h,h,2c,h,h,a,a,a,h,a,a,g,g,,
2921,2857,1,,&,#f;#c,d,,,44,d\e,f,f\e,d,d\e,f,f\e,d,e\f,g,g\f,e,e\f,e,e\d,d,,
2922,2858,1,,&,#f,g,,,44,g,g,2c,a,2c,a,a,g,g,g,2c,a,h,g,g,g,,
2923,2859,1,,&,#f,g,,,44,g,g,2c,a,2c,a,a,g,g,g,2c,a,h,g,g,g,,
2924,2860,1,,&,#f,g,,,44,g,g,g,a[h],2c,h,a,a,h,h[a],h[a],a[g],a[g],g,g,g,,
2925,2861,1,,&,#f,g,,,24,g,a\h,2c,h,h,a,h,g,2c,h\a,h,a,g,g,g,d,,
2926,2862,1,,&,#f,g,,,44,a,h,2c,a,g,g,h,h,a,h,2c,a,g,a,h,g,,
2927,2863,1,,&,#f,g,,,24,g,g,2c,2c,2c,2c,h,h,h,h,a,h,a,g,g,g,,
2928,2864,1,,&,#f;#c;#g,a,,,24,a,2d,2d,2c,2d,a,a,2d,2c,h,h,a,a,a,a,a,,
2929,2865,1,,&,,c,,,,c,c,e,e,e,d,d,d,f,e,e,d,e,d,c,c,,
2930,2866,1,,&,,a,,,24,a,h,2c,h,h,a,a,h,h,g,a,a,h,h,a,a,,
2931,2867,1,,&,#f;#c;#g;#d;#a,h,,,44,h,h,h,h,2d,2c,2c,2c,a,a,a,a,2c,h,h,h,,
2932,2868,1,,&,,c,,,,g,g,h,h,a,f,f,g,g,g,h,h,a,f,g,g,,
2933,2869,1,,&,,c,,,,g,g,h,h,a,f,f,g,h,a,g,f,g,g,g,g,,
2934,2870,1,,&,#f,g,,163,48,g,a,h,g,2c,h,h,g,h,a,a,f,a[g],g,g,g,,
2935,2871,1,,&,bh,f,,,24,a,g,a,f,a,g,g,g,h,g,g,e,g,f,f,f,,
2936,2872,1,,&,#f,g,,,24,g,a,h,g,2c,h,h\a,g,h,a,a,f,a,g,g,g,,
2937,2873,1,,&,,c,,,24,c,d,e,c,d,e,f,d,c,d,e,1h,c,c,c,c,,
2938,2874,1,,&,,c,,,24,e,e,f,e,d,c,e,c,d,d,e,d,c,1h,d,c,,
2939,2875,1,,&,,c,,,24,f,d,d,1h,c,c,e,d,e,c,c,c,1h,c,d,d,,
2940,2876,1,,&,,c,,,24,2e,2e,2e,2d,2e,2e,2d,2c,2d,2d,2d,h,2d,2d,2c,h,,
2941,2877,1,,&,bh;be;ba;bd,f,,,24,f,f,f,f\g,a,g,g,f,a,g,g,f,f,f\g,f,f,,
2942,2878,1,,&,bh;be;ba,c,,,44,2c,2c,2e,2c,2c,2d,2c,2c,2c,2d,2e,2e,2e,2e,2f,2c,,
2943,2879,1,,&,bh;be,g,,,24,g,g,g,h,2c,2c\h,a,h,g,g,g,g,g,g,g,g,,
2944,2880,1,,&,,a,,,24,a,h\2c,2c,h,2c,2c,2d,a,2c,2c,h,a,h,a,a,a,,
2945,2881,1,,&,,a,,,44,a,a,2c,2c,2d,2c,a,a,2d,2c,a,2c,a,a,a,a,,
2946,2882,1,,&,,c,,,24,c,c,e,c,f,e,c,c,e,e,f,d,c,c,c,c,,
2947,2883,1,,&,,a,,,24,a,a,2d[2c],2d[h],2c[h],2c[a],h[a],a,2c[a],2c[a],a[2c],h[a],a,a,a,a,,
2948,2884,1,,&,#f,g,,,44,g,h,2c,h,g,h,2c,h,a,a,a,a,g,g,g,g,,
2949,2885,1,,&,#f,g,,,44,g,h,2c,h,g,h,2c,h,a,a,a,a,g,g,g,g,,
2950,2886,1,,&,bh;be,g,,,24,g,h,g,f,h,g\a,h,2c,a,h,g,f,h,g,g,g,,
2951,2887,1,,&,,a,,,,2d,h,2c,h,a,a,2c,a,h,2d,2c,h,a,#g,a,a,,
2952,2888,1,,&,#f,g,,,38,h,a\h,a,g,a,g\f,g,g,h,a\h,a,g,g,f,g,g,,
2953,2889,1,,&,bh;be;ba,c,,,38,c,e,e,d,c,c,c,c,c,e,c,d,c,c,c,c,,
2954,2889,2,,&,bh;be;ba,c,,,38,e\c,e,c,d,c,c,c,c,d,c,d,c,c,c,c,c,,
2955,2890,1,,&,#f;#c,d,,,,a,a,2c,a,2d,h,a,2d,2d,2c,2d,2e,2d,h,a,a,,
2956,2891,1,,&,,a,,,54,a,a,2d,2d,2c,h,a,2d,a,a,2d,2d,2c,h,a,a,,
2957,2892,1,,&,,a,,,54,a,a,h,a,h,2c,2d,h,2c,h,a,2c,h,h,a,a,,
2958,2893,1,,&,,a,,,54,a,a,h,a,h,2c,2d,h,2c,h,a,2c,h,h,a,a,,
2959,2894,1,,&,,c,,,,c,d,e,c,d,e,d,1h,d,f,e,e,d,1h,c,c,,
2960,2895,1,,&,bh,f,,,,f,f,f,a,a,g,g,g,h,g,g,e,g,f,f,f,,
2961,2896,1,,&,bh,f,,,34,h,h,2d,h\2d,2c,h,2c,a,h,a,h,a,2c,h,a,a,,
2962,2897,1,,&,#f,e,,,34,e,f,g,e,a,a,g\f,a,g,f,a,h,e,f,e,e,,
2963,2898,1,,&,,c,,,,g,a,2c,h,a,2c,h,g,g,a,2c,h,a,a,g,g,,
2964,2899,1,,&,bh,f,,,78,a,h,2d,2d,2c,2c,a,a,a,h,2d,2d,2c,2c,a,a,,
2965,2900,1,,&,#f,e,,,34,e,f,g,f,g,e,d,d,f,f,g,e,a,f,e,e,,
2966,2901,1,,&,bh,d,,,44-34,a,h,2d,2d,2c,a,a,2d,a,h,2d,2d,2c,h,a,a,,
2967,2902,1,,&,,a,,,,e,f,a,#g,a,g\f,e,a[e],a,a,g,a,g,f,e,e,,
2968,2903,1,,&,bh,f,,,24,f,f,c,c,a,a,f,f,g,g,e,e,f,f,f,f,,
2969,2904,1,,&,bh,f,,,,a,a,f,f,e,f,g,g,a,g,e,c,f,f,f,g,,
2970,2905,1,,&,#f,g,,,44,h,g,g,e,e,d,d,d,h,g,g,f[d],g,g,g,g,,
2971,2906,1,,&,bh;be;ba,be,,,24,g,e,e,e,g,f,f,f,f,1h,1h,f,f,e,e,e,,
2972,2907,1,,&,,c,,126,24,2e,2c,2c,h,h[2c],a,a,g[a],a,h,2d,h,2c,2c,2c,2c[2d],,
2973,2908,1,,&,,c,,126,24,2e,2c,2c,h,h[2c],a,a,g[a],a,h,2d,h,2c,2c,2c,2c[2d],,
2974,2909,1,,&,,a,,,44,2c,2e,2c,2c,2c,a,g,g,h,2d,h,h,h,a,a,a,,
2975,2910,1,,&,,c,,,,g,g,g,h,h,a,g,g,f,e,d,d,g,g,g,d,,
2976,2911,1,,&,#f,g,,,,h,h,g,g,a,a,f,d,a,a,2c,a,h,h,g,g,,
2977,2912,1,,&,#f,g,,,,h,h,g,g,a,a,f,d,a,a,2c,a,h,h,g,g,,
2978,2913,1,,&,,c,,,,h,h,g,g,a,a,f,d,a,a,2c,a,h,h,g,g,,
2979,2914,1,,&,#f;#c,d,,,88,f,d,g,f,e,d,c,1a,e,e,c,1a,d,d,d,d,,
2980,2914,2,,&,#f;#c,d,,,98,f\d,f,g,f,e,d,c,1a,e,e,c,1a,d,d,d,d,,
2981,2915,1,,&,bh,f,,,24,2c,2c,2c,2c,2c,a,g,f,a,a,g,c,g,f,f,a,,
2982,2916,1,,&,#f,g,,,24,g,g,h,h,2d,h,h,g,f,d,a,a,2c,f,g,g,,
2983,2917,1,,&,#f,g,,,24,h,h,a,2d,h,g,g,g,h,h,g,e,d,d,d,d,,
2984,2918,1,,&,#f;#c;#g,a,,,44,2e,2c,2c,a,2e,2c[2d][h],2c[2e][2d],a,a,f,h,a,g,e,e,e,,
2985,2919,1,,&,#f;#c;#g,a,,,44,2e,2c,2c,a,2e,2c[2d][h],2c[2e][2d],a,a,f,h,a,g,e,e,e,,
2986,2920,1,,&,#f;#c;#g,a,,,44,2e,2c,2c,a,2e,2c[2d][h],2c[2e][2d],a,a,f,h,a,g,e,e,e,,
2987,2921,1,,&,#f;#c;#g,a,,,44,2e,2c,2c,a,2e,2c[2d][h],2c[2e][2d],a,a,f,h,a,g,e,e,e,,
2988,2922,1,,&,#f,g,,,24,2d,h,h,a,g,f,e,d,d,d,e,f,a[g],g,g,g,,
2989,2923,1,,&,#f,g,,84,24,2d,2d,2c,h,a,2c,a,a[f],2c,2c,h,a,2d[h],2d,h,h[g],,
2990,2924,1,,&,#f,g,,,44,2d,2d,2c,a,a,2c,h,g,g,h,a,f,f,a,g,g,,
2991,2925,1,,&,#f,g,,,48,g,f,g,h,2d,h,2c,g,h,2c,g,f,a,g,g,g,,
2992,2926,1,,&,#f,g,,,24,2d,h,2c,a,2d,g,g,g,2c,a,a,f,2d[h],g,g,g,,
2993,2927,1,,&,#f,g,,,24,2d,h,2c,a,2d,g,g,g,2c,a,a,f,2d[h],g,g,g,,
2994,2928,1,,&,#f,g,,,48,g,f,g,h,2d,h,2c,a,h,2c,g,f,a,g,g,g,,
2995,2929,1,,&,#f,g,,186,48,2d,h,h,g,h,a,a,f,a[e],a,2c[a],f,a,g,g,g,,
2996,2930,1,,&,,c,,96,24,c,e,c,e,f,d,f,f,1h,d,1h,d,g,g[e],g,g,,
2997,2931,1,,&,#f,g,,,48,g,h,h,g,a,2c,2c,a,h,2d,2d,h,a,f,g,g,,
2998,2932,1,,&,#f,g,,,,h,h,2d,h,2d,2c,a,f,a,a,2c,a,2c,h,g,g,,
2999,2933,1,,&,#f,g,,,,h,h,2d,h,2d,2c,h,f,a,a,2c,a,2c,h,g,g,,
3000,2934,1,,&,,c,,,,2d,2d,h,g,2d,2c,h,f,2c,2c,a,f,2c,h,g,g,,
3001,2935,1,,&,,c,,,44,e,c,e,g,e,e,e,c,e,d,d,1h,d,c,c,c,,
3002,2936,1,,&,#f,g,,,,h,h,2d,h,2d,2c,a,f,a,a,2c,a,2c,h,g,g,,
3003,2937,1,,&,bh,f,,M,44,a,2c,a,f,a,g,g,g,g,h,g,e,a,f,f,f,,
3004,2938,1,,&,#f,g,,,24,2d,2d,2d,h,2d,h,a,a,2d,2d,2d,2c,h,g,g,g,,
3005,2939,1,,&,#f,g,,,,g,g,h,g,2d,2c,a,a,2d,2c,h,a,h,a,g,g,,
3006,2940,1,,&,#f;#c,d,,126,,d,f,f,f,a[h],f,f,d,d,f,f,e,g,e,d,d,,
3007,2941,1,,&,,c,,,24,g,g,d,d,e,c,g,d,e,e,d,d,c,c,c,c[e],,
3008,2942,1,,&,,c,,,24,2d,h,2d,2d[2c],h[2c],h[g],h,a,2d,h,2c,a,a,g,g,g[h],,
3009,2943,1,,&,bh,f,,,24,2c,a,2c,a,2c,h,f,a,2c,2c,h,g,f,f,f,f,,
3010,2944,1,,&,#f,g,,,24,2d,2d,2d,2c,2d,g,g,g,2c,2c,2c,a,h,g,g,g,,
3011,2945,1,,&,#f,g,,,24,2d,2d,2d,2c,2d,g,g,g,2c,2c,2c,a,h,g,g,g,,
3012,2946,1,,&,#f,g,,,24,h,2d,2d,h,2c,h,a,2d,h,2c,a,a,g,g,g,g,,
3013,2947,1,,&,#f,g,,,24,h,2d,2d,h,2c,h,a,g,h,2c,a,a,g,g,g,g,,
3014,2948,1,,&,#f,g,,,24,h,2d,2c,h,h,a,2c,h,a,g,h,h,g,g,g,g,,
3015,2949,1,,&,#f;#c;#g,a,,,,e,f,g,h,a,f,g,e,h,a,f,e,a,f,e,e,,
3016,2950,1,,&,#f,g,,,24,h,a,g,h,2d,2c,h,g,h,a,g,g,g,g,g,g,,
3017,2951,1,,&,,c,,,24,h,2c,2d,2d,2c,h,a,a,a,2c,h,a,g,g,g,g,,
3018,2952,1,,&,#f;#c;#g;#d,e,,,24,h,h,a,g,h,f,f,a,h,h,f,g,f,e,e,e,,
3019,2953,1,,&,#f,g,,,24,2d,h,h,g,h,a,a,a,2c,a,a,g,2c,h,h,h,,
3020,2954,1,,&,#f,g,,,24,2d,h,h,h,a,g,g,g,2c,2c[a],a,a,a,g,g,g,,
3021,2955,1,,&,#f,g,,,24,h,2d,h,2d,h,a,h,g,h,2c,h,a,g,g,g,g,,
3022,2956,1,,&,#f,g,,,44,2d,2d,2c,h,a,a,a,h,2d[h][2c],2d[h],2c[a],a,h,g,g,g,,
3023,2957,1,,&,,c,,,24,2c,2c,a,a,g,g,g,g,h,h,g,g,f,f,f,f,,
3024,2958,1,,&,bh,f,,,24,g,a,2c,h,a,g,g,2c,a,g,a,g,f,f,f,f,,
3025,2958,2,,&,,c,,,24,g,a,2c,h,a,g,g,2c,a,g,a,g,f,f,f,f,,
3026,2959,1,,&,bh,f,,,44,g,f,g\a,h,2c,a,h,2c,2c,f,g\a,h,a,g,g,g,,
3027,2960,1,,&,,a,,,44,h,2d,2c,h,2d,h,a,g,g,2c,h,a,h[2c],a,a,a[h\2c],,
3028,2961,1,,&,,a,,,44,h,2d,2c,h,2d,h,a,g,g,2c,h,a,h[2c],a,a,a[h\2c],,
3029,2962,1,,&,#f,g,,,44,h,h,2d,2d,2c,a,a,h,2d,2d,2c,a,h,g[a],h[a],g[a],,
3030,2963,1,,&,#f,g,,,24,2d,h,h,a,a,g,g,g,h,a,a,g,h,a,a,a,,
